"actor","gender"
"Léo Legrand","male"
"Maria Sundbom","female"
"Marie Denarnaud","female"
"Pio Marmaï","male"
"Raymond Dandy","male"
"Renee Clama","female"
"Simon de La Brosse","male"
"Valérie Bonneton","female"
"Xu Fan","female"
"Ceoi4 Faan4","female"
"Xú Fān","female"
"徐帆","female"
"Aarif Rahman","male"
"Lei5 Zi6-ting4","male"
"Lǐ Zhìtíng","male"
"李治廷","male"
"Angela Glynne","female"
"Antonia Kinlay","female"
"David Siu","male"
"邵仲衡","male"
"Donald Eccles","male"
"Ellen Pollock","female"
"Elvis Tsui","male"
"Tsui Kam Kong","male"
"(Elvis Tsui)","male"
"Ceoi4 Gam2 Gong1","male"
"Xú Jǐnjiāng","male"
"Feng Shaofeng","male"
"Féng Shàofēng","male"
"冯绍峰","male"
"馮紹峰","male"
"Gösta Bredefeldt","male"
"Jacqueline Defferary","female"
"Jim Howick","male"
"John Axel Eriksson","male"
"Judy Gunn","female"
"Kenny Ho","male"
"Ho4 Gaa1-ging3","male"
"Hé Jiājìn","male"
"何家劲","male"
"何家勁","male"
"Kylie Babbington","female"
"Mariko Kawana","female"
"Nathan Stewart-Jarrett","male"
"Patricia Plunkett","female"
"Patricia Ruth Plunkett","female"
"Sam Livesey","male"
"Stephen Clancy Hill","male"
"Thérèse Dorny","female"
"Wallace Bosco","male"
"Wilson Coleman","male"
"Yu Chenghui","male"
"Jyu4 Sing4-wai6","male"
"Yú Chénghuì","male"
"于承惠","male"
"Zhu Yuchen","male"
"Zhū Yǔchén","male"
"朱雨辰","male"
"Anita Wall","female"
"Anne-Marie Brunius","female"
"Anthony Hulme","male"
"Anthony Hulme, born Harry Idris Miller","male"
"Barbara Couper","female"
"Billy Chow","male"
"Chui Tien-you","male"
"徐天佑","male"
"Xú Tiānyòu","male"
"Eri Imai","female"
"Eric Li","male"
"Li Tian Xiang","male"
"Li Tin Cheung","male"
"李天翔","male"
"Frederick Burtwell","male"
"Hans Klinga","male"
"Ina Clare","female"
"Irene Lindh","female"
"Jack Livesey","male"
"Jeremy Spenser","male"
"Johan Ulveson","male"
"John Botvid","male"
"Kaori Shimamura","female"
"Lil Terselius","female"
"Margaretha Krook","female"
"Michael Martin Harvey","male"
"Natasha O'Keeffe","female"
"Olle Hilding","male"
"Olof Sandborg","male"
"Olof Widgren","male"
"Pan Hong","female"
"潘虹","female"
"Peggy Novak","female"
"Philip Ray","male"
"Richard Teideman","male"
"Rose Alba","female"
"Ross Adams","male"
"Sidney Vivian","male"
"Susan Beaumont","female"
"Thor Modéen","male"
"Tollie Zellman","female"
"Toni Edgar-Bruce","female"
"Ulf Johanson","male"
"Wen Zhang","male"
"文章","male"
"Wu Xiubo","male"
"Wú Xiù Bō","male"
"Yorie Terauchi","female"
"寺内 よりえ","female"
"Yuan Wenqing","male"
"Yuan Wen Qing","male"
"原文庆","male"
"原文慶","male"
"Zhao Lirong","female"
"赵丽蓉","female"
"Åke Ohberg","male"
"Kanny Theng","female"
"邓晴冰","female"
"Rio Matsumoto","female"
"Seth Gamble","male"
"A. Harding Steerman","male"
"Adeline Hayden Coffin","female"
"Ai Haneda","female"
"Anthony Eustrel","male"
"Anthony Rosano","male"
"Antonia Brough","female"
"Barry Livesey","male"
"Batdorj-in Baasanjab","male"
"Baasanjab","male"
"Bāsēnzhābù","male"
"巴森扎布","male"
"Ben Field","male"
"Cecil Bevan","male"
"Charles Croker-King","male"
"Charles Heslop","male"
"Chi Kuan-chun","male"
"Qī Guànjūn","male"
"戚冠军","male"
"戚冠軍","male"
"Chiaki Morita","female"
"森田 千明","female"
"Clare Burt","female"
"Dick Webb","male"
"Dorothy Bramhall","female"
"Edna Davies","female"
"Elena Kong","female"
"Eric Bransby Williams","male"
"Fumi Dan","female"
"George Skillan","male"
"Gertrude Sterroll","female"
"Hans Zhang","male"
"Zhāng Hàn","male"
"张翰","male"
"張翰","male"
"He Jiong","male"
"Hé Jiǒng","male"
"何炅","male"
"Henry Hallett","male"
"Henry Wenman","male"
"Howard Gaye","male"
"Hugh Cross","male"
"Jane Welsh","female"
"Jeff Barlow","male"
"Joan Lockton","female"
"Joyce Kirby","female"
"Justin Herwick","male"
"Kei Marimura","female"
"Ken Yamauchi","male"
"Kokomi Sakura","female"
"Lena Halliday","female"
"Lewis Dayton","male"
"Lily Saxby","female"
"Margaret Withers","female"
"Mark Kingston","male"
"Melissa Monet","female"
"Michael Osborne","male"
"Muga Takewaki","male"
"Norah Howard","female"
"Norman Pierce","male"
"Owen Roughwood","male"
"Peggy Carlisle","female"
"Peter Collingwood","male"
"Reginald Bach","male"
"Rei Dan","female"
"Renee Kelly","female"
"Reona Hirota","female"
"Rex Davis","male"
"Rex McDougall","male"
"Rino Katase","female"
"Robert Vallis","male"
"Ruth Maitland","female"
"Shelly Fujii","female"
"Simon Rivers","male"
"Sydney Paxton","male"
"Tom Macaulay","male"
"Vera Cornish","female"
"Wellington A. Playter","male"
"Wilfred Shine","male"
"Xie Na","female"
"Xiè Nà","female"
"谢娜","female"
"Yu Mo-lin","female"
"Mo-Lin Yu","female"
"余慕蓮","female"
"Torbe","male"
"Stéphane Ferrara","male"
"Alexandre Arquillière","male"
"René Donnio","male"
"René Hervil","male"
"Ai Kobayashi","female"
"Aino Taube","female"
"Akiji Kobayashi","male"
"Akira Kobayashi","male"
"Ako","female"
"Alec B. Francis","male"
"Alec Su","male"
"Sū Yǒupéng","male"
"Anders Ek","male"
"Andy San Dimas","female"
"Barbie Hsu","female"
"Billy Dee","male"
"Cavan Clerkin","male"
"Charles-François Racot de Grandval","male"
"Chow Yun-fat","male"
"Zau1 Jeon6faat3","male"
"Zhōu Rùnfā","male"
"周润发","male"
"周潤發","male"
"Coco Lee","female"
"Lei5 Man4","female"
"Lǐ Wén","female"
"Cordelia Bugeja","female"
"Francesca Le","female"
"Hiroyuki Nagato","male"
"Hitomi Kobayashi","female"
"Hitomi Takahashi","female"
"Honami Tajima","female"
"Hugh Sachs","male"
"Ian Davidson","male"
"Inari Vachs","female"
"Joey Yung","female"
"容祖兒","female"
"Jung4 Zo2-ji4","female"
"Róng Zǔ'ér","female"
"容祖儿","female"
"John Davenport","male"
"John Hanson","male"
"John Hopkins","male"
"John Paul","male"
"John Penrose","male"
"Kaoru Kobayashi","male"
"Katie Rees","female"
"Katsuya Kobayashi","male"
"Kay Parker","female"
"Kay Tse","female"
"Kaylynn","female"
"Kazusa Murai","female"
"村井 かずさ","female"
"Kerri Hoskins","female"
"Kerri Hoskins Branson","female"
"Kristen Meadows","female"
"Kumiko Takeda","female"
"Linda Lovelace","female"
"MC Jin","male"
"欧阳靖","male"
"歐陽靖","male"
"au1 joeng4 zing6","male"
"Malin Ek","female"
"Mark Chao","male"
"Zhao Yòutíng","male"
"赵又廷","male"
"趙又廷","male"
"Mark Lee","male"
"Lǐ Guóhuáng","male"
"李国煌","male"
"李國煌","male"
"Mina","female"
"Mitsuomi Takahashi","male"
"Monica Mayhem","female"
"Naozumi Takahashi","male"
"Nobuko Miyamoto","female"
"Pierre-Loup Rajot","male"
"Rebeca Linares","female"
"Ringo Aoba","female"
"Rolla Norman","male"
"Ron Jeremy","male"
"Sasa Handa","female"
"Savanna Samson","female"
"Scott Sunderland","male"
"Shintaro Yamada","male"
"Show Luo","male"
"Luó Zhìxiáng","male"
"罗志祥","male"
"羅志祥","male"
"Sophie Dee","female"
"Stanley Meadows","male"
"Svea Holst","female"
"Takayuki Yamada","male"
"Tao Tsuchiya","female"
"Teresa Carpio","female"
"Dou6 Lai6 Saa1","female"
"Dù Lìshā","female"
"杜丽莎","female"
"杜麗莎","female"
"Tori Black","female"
"Tori Welles","female"
"Vivian Chow","female"
"Zau1 Wai6-man5","female"
"周慧敏","female"
"Wanda Kosakiewicz","female"
"Wilber Pan","male"
"Pān Wěibó","male"
"潘玮柏","male"
"潘瑋柏","male"
"William Allen","male"
"Wylie Watson","male"
"Yoshifumi Tajima","male"
"Yoshio Inaba","male"
"Yu Nan","female"
"余男","female"
"Yumiko Kobayashi","female"
"Roman Tam","male"
"Luó Wén","male"
"lo4 man4","male"
"罗文","male"
"羅文","male"
"Tsui Hark","male"
"徐克","male"
"Ceoi4 Hak1","male"
"Junko Miyashita","female"
"Junko Shimakata","female"
"Kazuya Tatekabe","male"
"Lia Félix","female"
"Margaret Lee","female"
"Lǐ Měilíng","female"
"李美玲","female"
"Richard Mayes","male"
"Shinichiro Ohta","male"
"Tomio Aoki","male"
"Adolphe Lemoine","male"
"Alice Tzeng","female"
"Tseng Kai-Hsuan","female"
"Zēng Kǎixuán","female"
"曾恺玹","female"
"曾愷玹","female"
"Angiolo Vestris","male"
"Arthur Lane","male"
"Arthur Young","male"
"Atsuko Kawada","female"
"Ayaka Imamura","female"
"Ayako Shiraishi","female"
"Ayako Wakao","female"
"Babette Bardot","female"
"Ben Peyton","male"
"Brad Armstrong","male"
"Cecilia Cheung","female"
"Zeong1 Paak3 Zi1","female"
"Chisato Nakajima","female"
"Colette Marchand","female"
"Danny Chan","male"
"Can4 Gwok3-kwan1","male"
"Chén Guókūn","male"
"陈国坤","male"
"陳國坤","male"
"David Dixon","male"
"David Keir","male"
"David Sterne","male"
"Derek Deadman","male"
"Douglas Seale","male"
"Eric Kot","male"
"Gé Mǐnhuī","male"
"got3 man4 fai1","male"
"葛民輝","male"
"葛民辉","male"
"Françoise Lebrun","female"
"Françoise Yip","female"
"Yè Fānghuá","female"
"jip6 fong1 waa4","female"
"叶芳华","female"
"葉芳華","female"
"Gaspard Manesse","male"
"Gertan Klauber","male"
"Gifford Pinchot III","male"
"Greta Almroth","female"
"Greta Vaillant","female"
"Guy Marchand","male"
"Hisashi Igawa","male"
"Huang Yi","female"
"Huáng Yì","female"
"Wong4 Jik6","female"
"黃奕","female"
"黄奕","female"
"Jacques Duby","male"
"John Bernard","male"
"John Lone","male"
"尊龍","male"
"尊龙","male"
"John Strong","male"
"Jonathan Slinger","male"
"Kotomi Kyono","female"
"Lally Bowers","female"
"Louis Mahoney","male"
"Mario Montez","male"
"Masami Horiuchi","male"
"Masami Kikuchi","male"
"Masami Suzuki","female"
"Masayuki Mori","male"
"Matt Littler","male"
"Matthew Booth","male"
"Mayumi Asano","female"
"Mayura Hoshitsuki","female"
"Mia Khalifa","female"
"ميا خليفة","female"
"Mitsuki Tanimura","female"
"Mitsuko Mito","female"
"Momoko Ishikawa","female"
"Momoko Shibuya","female"
"Motomu Kiyokawa","male"
"Nathalie Lunghi","female"
"Natsuki Okamoto","female"
"Olivier Marchal","male"
"Petra Hultgren","female"
"Ramba","female"
"Ray Coulthard","male"
"Raymond Coulthard","male"
"Richard Bird","male"
"Richard Cole","male"
"Richard Cooper","male"
"Richard Cunningham","male"
"Rio Natsuki","female"
"Rose Vestris","female"
"Sandrine Kiberlain","female"
"Sandrine Pinna","female"
"Zhāng Róngróng","female"
"张榕容","female"
"張榕容","female"
"Sarah-Jane Varley","female"
"Sarah Jane Hamilton","female"
"Sarah Thomas","female"
"Sayaka Kamiya","female"
"Sayaka Kinoshita","female"
"Sayaka Kobayashi","female"
"Shi Hui","male"
"Shí Hūi","male"
"石挥","male"
"石揮","male"
"Takuma Takewaka","male"
"Tetsu Shiratori","male"
"Tomoko Hoshino","female"
"Tomoko Ishimura","female"
"Tomoko Tabata","female"
"Tomoko Yamaguchi","female"
"Tutta Rolf","female"
"Ulf Larsson","male"
"Ulf Palme","male"
"Uschi Digard","female"
"Valerie Taylor","female"
"Wang Ping","female"
"王苹","female"
"王蘋","female"
"Will Adamsdale","male"
"Willye Dennis","female"
"Willye F. Clayton Dennis","female"
"Yasunori Masutani","male"
"Yoko Akino","female"
"Zhang Yang","male"
"Zhāng Yáng","male"
"张扬","male"
"張揚","male"
"Zhang Yu","female"
"张瑜","female"
"張瑜","female"
"Éléonore Gosset","female"
"Darren James","male"
"Sharon Mitchell","female"
"Lymari Nadal","female"
"Mustapha Adouani","male"
"Alice Barry","female"
"Adam Paul Harvey","male"
"Alex Sabga","male"
"Alice Connor","female"
"Anand Rajaram","male"
"Anne Heung","female"
"Hoeng3 Hoi2-laam4","female"
"Xiàng Hǎilán","female"
"向海岚","female"
"向海嵐","female"
"Babita Pohoomull","female"
"Bruce Le","male"
"leoi5 siu2 lung4","male"
"lú xiǎolóng","male"
"吕小龙","male"
"呂小龍","male"
"Bunny Bleu","female"
"Chad Donovan","male"
"Colin Chase","male"
"Danielle Lyndon","female"
"David Chiang","male"
"Goeng1 Daai6-wai6","male"
"Jiāng Dàwèi","male"
"Dawn Acton","female"
"Edward Atterton","male"
"Frances Tomelty","female"
"Geoffrey Lumsden","male"
"Ichiro Nakamura","male"
"Nakamura, Ichiro","male"
"Ingrid Janbell","female"
"James Harcourt","male"
"Jason Ridge","male"
"Jesseca Liu","female"
"刘子绚","female"
"Jessica Brooks","female"
"John Lindsay","male"
"John Jesnor Lindsay","male"
"Juli Ashton","female"
"Julian Harries","male"
"Kaitlyn Ashley","female"
"Ken Mitsuishi","male"
"Kōji Yada","male"
"Lacie Heart","female"
"Lois Ayres","female"
"Marie Forså","female"
"Martha Cope","female"
"Michèle Girardon","female"
"Mugambwa Sseruwagi","male"
"Naomi Tani","female"
"Raquel Cassidy","female"
"Ren Yexiang","female"
"Rén Yěxiāng","female"
"任冶湘","female"
"Richard Cowley","male"
"Simon Robson","male"
"Steve Sarossy","male"
"Susan Cruse","female"
"Takashi Onozuka","male"
"Taro Yamaguchi","male"
"Teddy Robin","male"
"taai3 dik6 lo4 ban1","male"
"tai4 di2 luo2 bin1","male"
"泰迪罗宾","male"
"泰迪羅賓","male"
"Thomas Lloyd","male"
"Tina Tyler","female"
"Tom Bennett","male"
"Tomas Bolme","male"
"Traci Topps","female"
"Trevor Dwyer-Lynch","male"
"Victoria Woodward","female"
"Yoyo Mung","female"
"mung4 gaa1 wai6","female"
"méng jiā huì","female"
"蒙嘉慧","female"
"Yuria Kato","female"
"Yōko Asaji","female"
"Zabou Breitman","female"
"Isabelle Breitman","female"
"Zara Whites","female"
"Zheng Junli","male"
"Zhèng Jūnlǐ","male"
"郑君里","male"
"鄭君里","male"
"Alexis Fire","female"
"Allen Case","male"
"Angela Grant","female"
"Ann-Mari Adamsson","female"
"Ann Morrish","female"
"Barbara New","female"
"Bernard Campan","male"
"Bertram Heribertson","male"
"Charles Dera","male"
"Connie Hyde","female"
"Connor Marsh","male"
"David Gale","male"
"Deborah Corrigan","female"
"Donna Edwards","female"
"Ehlo Huang","male"
"Elizabeth Berrington","female"
"Elizabeth Rider","female"
"Etsushi Toyokawa","male"
"Freddie Boath","male"
"Fumie Hosokawa","female"
"Genevieve Blinn","female"
"Guy Bedos","male"
"Henri Castelli","male"
"Jacky Chu","male"
"Jacky Zhu","male"
"Jennifer Metcalfe","female"
"Julia Taylor","female"
"Jun Fubuki","female"
"Keiron Self","male"
"Kiichi Nakai","male"
"Kiyomitsu Mizuuchi","male"
"Holly Ryder","female"
"Lisa Palfrey","female"
"Mako Hyōdō","female"
"Marc Culwick","male"
"Maria Darling","female"
"Martin Lev","male"
"Matthew Beard","male"
"Maurice Risch","male"
"Melanie Hudson","female"
"Michael Graham Cox","male"
"Michelle Joseph","female"
"Mick Walter","male"
"Naho Toda","female"
"Norma West","female"
"Onoe Shōroku II","male"
"Pat Simmons","female"
"Pierre Png","male"
"Fāng Zhǎnfā","male"
"方展发","male"
"方展發","male"
"Richard Low","male"
"Liú Qiānyì","male"
"刘谦益","male"
"劉謙益","male"
"Sam Chan","male"
"can4 jyu5 sam1","male"
"chen yucen","male"
"陈宇琛","male"
"陳宇琛","male"
"Sheila Chan","female"
"can4 suk1 laan4","female"
"chén shūlán","female"
"陈淑兰","female"
"陳淑蘭","female"
"Shelley Rees","female"
"Shin Saburi","male"
"Siw Hughes","female"
"Stanley Lebor","male"
"Teiyū Ichiryūsai","female"
"Ichiryūsai Teiyū","female"
"Terence Cao","male"
"Cáo Guóhuī","male"
"曹国辉","male"
"曹國輝","male"
"Terence Longdon","male"
"Teresa Mo","female"
"Teresa Mo Sun-kwan","female"
"mou4 seon3 gwan1","female"
"máo shùnjūn","female"
"毛舜筠","female"
"Tony D'Amario","male"
"William Snape","male"
"Winnie Lau","female"
"lau4 siu2 wai3","female"
"liu2 xiao3 hui4","female"
"刘小慧","female"
"劉小慧","female"
"Yoriko Douguchi","female"
"洞口 依子","female"
"Yui Kano","female"
"Zhang Hanyu","male"
"Zhāng Hányú","male"
"Zoeng1 Haam4-jyu4","male"
"张涵予","male"
"張涵予","male"
"Brian Pumper","male"
"Chrissie White","female"
"Emmanuelle Laborit","female"
"Eva Röse","female"
"Nina Gunke","female"
"Olivier de Funès","male"
"Jonathan Coy","male"
"Bowie Wu","male"
"hù fēng","male"
"woo4 fong1","male"
"胡枫","male"
"胡楓","male"
"胡繼修","male"
"Candy Samples","female"
"Charlene Tse","female"
"Xiè Níng","female"
"謝寧","female"
"谢宁","female"
"Chen Guohua","male"
"Bryan Chan","male"
"Chén Gúohúa","male"
"陈国华","male"
"陳國華","male"
"Christian Brassington","male"
"Christina Schollin","female"
"Danny Green","male"
"David Lloyd Meredith","male"
"Derrick Pierce","male"
"Edmund Chen","male"
"Chén Zhīcái","male"
"陈之财","male"
"陳之財","male"
"Everley Gregg","female"
"Gayathri Mudigonda","female"
"Georg Årlin","male"
"George Hulse","male"
"Gilbert Lam","male"
"Gilbert Lam Wai Sun","male"
"lam2 wai2 saan2","male"
"lín wéi chén","male"
"林韋辰","male"
"林韦辰","male"
"Helen Longworth","female"
"Herbert Bunston","male"
"Iain Mitchell","male"
"Jacques Mathou","male"
"Janice McKenzie","female"
"Jo Kuk","female"
"谷祖琳","female"
"Joanna Dunham","female"
"Joanne Latham","female"
"John Grillo","male"
"Ken Shimizu","male"
"Lau Kar-wing","male"
"Lau4 Gaa1 Wing4","male"
"Liú Jiārong","male"
"刘家荣","male"
"劉家榮","male"
"Marc Pickering","male"
"Maria Lundqvist","female"
"Maurice Chevit","male"
"Miki Mizuasa","female"
"Noel Leung","female"
"梁小冰","female"
"Ong Ai Leng","female"
"王爱玲","female"
"Wáng Àilíng","female"
"Raj Ghatak","male"
"Rebecca Egan","female"
"Solveig Ternström","female"
"Stuart McLoughlin","male"
"Sture Lagerwall","male"
"Taka Kato","male"
"Valérie Bonnier","female"
"Veronica Rayne","female"
"Wan Yeung-ming","male"
"Wan1 Jeong4 Ming4","male"
"Yǐn Yángmíng","male"
"Yuen Cheung-yan","male"
"袁祥仁","male"
"Zhu Houren","male"
"Zhū Hòurèn","male"
"朱厚任","male"
"Fred Rains","male"
"Jet Li","male"
"李连杰","male"
"李連杰","male"
"Lei5 Lin4-git6","male"
"Lǐ Liánjié","male"
"Aino Kishi","female"
"Alexandra Silk","female"
"Anzu Nagai","female"
"Ashlyn Gere","female"
"Bambi Woods","female"
"Bonnie Loo","female"
"Bonnie Loo Mee Yee","female"
"Luó Měiyí","female"
"罗美仪","female"
"Casey","male"
"Casey Donovan","male"
"Chen Kun","male"
"Chén Kūn","male"
"Can4 Kwan1","male"
"Christopher Doyle","male"
"Dù Kěfēng","male"
"杜可風","male"
"杜可风","male"
"Dou6 Ho2 Fung1","male"
"Colin Campbell","male"
"Damien Crosse","male"
"Daphne Rye","female"
"Douglas Munro","male"
"Eason Chan","male"
"陳奕迅","male"
"陈奕迅","male"
"Can4 Jik6seon3","male"
"Chén Yìxùn","male"
"Emily Woof","female"
"Fallon","female"
"Geoffrey Davies","male"
"Gong Li","female"
"Gǒng Lì","female"
"Griffith Jones","male"
"Gérard Lanvin","male"
"Herbert Evans","male"
"Hikari Hino","female"
"Hilda Spong","female"
"Hiroshi Kawaguchi","male"
"Hiroshi Mikami","male"
"Hiroshi Miyauchi","male"
"Hiroshi Tachi","male"
"Hiroshi Tsuburaya","male"
"Hung Yan-yan","male"
"Hung4 Jan1jan1","male"
"Xióng Xīnxīn","male"
"熊欣欣","male"
"Jack Wrangler","male"
"Jenna Presley","female"
"John Fraser","male"
"John Nettleton","male"
"Julie Higginson","female"
"Justine Joli","female"
"Kayoko Shibata","female"
"Kento Handa","male"
"Kokoro Amano","female"
"Kousei Yagi","male"
"Kristina Adolphson","female"
"Kumi Sakuma","female"
"Lizzie Mickery","female"
"Lyndel Soon","female"
"Soon Gaik Sim","female"
"孙玉心","female"
"Marie Luv","female"
"Marika Lindström","female"
"Masako Sugaya","female"
"Masanobu Takashima","male"
"Masato Hagiwara","male"
"Masato Harada","male"
"Masato Sakai","male"
"Mickey He","male"
"Ho4 Sing4 Ming4","male"
"Hé Shèngmíng","male"
"Mikiho Niwa","female"
"Mitsuko Mori","female"
"Nadia Farès","female"
"Noriko Ogawa","female"
"Obsession","female"
"Oma Ichimura","female"
"Ona Zee","female"
"Pandora Clifford","female"
"Patrick Kennedy","male"
"Paul Shearer","male"
"Pierre Palau","male"
"Pip Carter","male"
"Ranko Hanai","female"
"Reiko Takashima","female"
"Remy LaCroix","female"
"Richard Leaf","male"
"Richard Pacheco","male"
"Roger Blin","male"
"Roger Kemble","male"
"Rosette","female"
"Roxy Jezel","female"
"Roxy Reynolds","female"
"Sammo Hung","male"
"洪金寶","male"
"Hung4 Gam1-bou2","male"
"Hóng Jīnbǎo","male"
"洪金宝","male"
"Serenity","female"
"Shawn Yue","male"
"余文樂","male"
"Yú Wénlè","male"
"余文乐","male"
"Jyu4 Man4-lok6","male"
"Shimon Schwarzschild","male"
"Takayuki Tsubaki","male"
"Teagan Presley","female"
